"","lsoa","hex","hex.id"
"873","E01002371",132,"ID132"
"874","E01004374",146,"ID146"
"875","E01004375",146,"ID146"
"876","E01004372",146,"ID146"
"877","E01004373",146,"ID146"
"878","E01004370",146,"ID146"
"879","E01004371",146,"ID146"
"880","E01002378",169,"ID169"
"881","E01002379",169,"ID169"
"882","E01004378",182,"ID182"
"883","E01004379",182,"ID182"
"884","E01000316",178,"ID178"
"885","E01000317",178,"ID178"
"886","E01000396",82,"ID82"
"887","E01000314",159,"ID159"
"888","E01000395",82,"ID82"
"889","E01000315",178,"ID178"
"890","E01000394",83,"ID83"
"891","E01000312",140,"ID140"
"892","E01000393",82,"ID82"
"893","E01000313",159,"ID159"
"894","E01000392",82,"ID82"
"895","E01000310",159,"ID159"
"896","E01000391",82,"ID82"
"897","E01000311",159,"ID159"
"898","E01000390",68,"ID68"
"899","E01000318",178,"ID178"
"900","E01000399",82,"ID82"
"901","E01000319",178,"ID178"
"902","E01000398",82,"ID82"
"903","E01000276",177,"ID177"
"904","E01000277",177,"ID177"
"905","E01000274",193,"ID193"
"906","E01000275",177,"ID177"
"907","E01000273",192,"ID192"
"908","E01000270",192,"ID192"
"909","E01000271",192,"ID192"
"910","E01000278",177,"ID177"
"911","E01000279",192,"ID192"
"912","E01002226",175,"ID175"
"913","E01000753",28,"ID28"
"914","E01000750",28,"ID28"
"915","E01000751",28,"ID28"
"916","E01000758",29,"ID29"
"917","E01002706",110,"ID110"
"918","E01002787",126,"ID126"
"919","E01000759",27,"ID27"
"920","E01002707",126,"ID126"
"921","E01002786",143,"ID143"
"922","E01002785",143,"ID143"
"923","E01002784",143,"ID143"
"924","E01002702",126,"ID126"
"925","E01003467",34,"ID34"
"926","E01000914",109,"ID109"
"927","E01000995",37,"ID37"
"928","E01003464",60,"ID60"
"929","E01000915",109,"ID109"
"930","E01000994",37,"ID37"
"931","E01003465",47,"ID47"
"932","E01000912",142,"ID142"
"933","E01000993",25,"ID25"
"934","E01003462",46,"ID46"
"935","E01000913",160,"ID160"
"936","E01000992",38,"ID38"
"937","E01003463",46,"ID46"
"938","E01000910",142,"ID142"
"939","E01000991",26,"ID26"
"940","E01003460",46,"ID46"
"941","E01000911",143,"ID143"
"942","E01000990",38,"ID38"
"943","E01003461",47,"ID47"
"944","E01000918",109,"ID109"
"945","E01000999",37,"ID37"
"946","E01003468",34,"ID34"
"947","E01000919",109,"ID109"
"948","E01000998",37,"ID37"
"949","E01003469",34,"ID34"
"950","E01001406",204,"ID204"
"951","E01001487",195,"ID195"
"952","E01001407",204,"ID204"
"953","E01001486",181,"ID181"
"954","E01001404",194,"ID194"
"955","E01001405",194,"ID194"
"956","E01001484",195,"ID195"
"957","E01001402",194,"ID194"
"958","E01001483",195,"ID195"
"959","E01001403",194,"ID194"
"960","E01001482",195,"ID195"
"961","E01001400",194,"ID194"
"962","E01001481",195,"ID195"
"963","E01001401",195,"ID195"
"964","E01001480",195,"ID195"
"965","E01001408",204,"ID204"
"966","E01001489",195,"ID195"
"967","E01001409",204,"ID204"
"968","E01001488",195,"ID195"
"969","E01000876",141,"ID141"
"970","E01000877",141,"ID141"
"971","E01000874",141,"ID141"
"972","E01000875",141,"ID141"
"973","E01000872",141,"ID141"
"974","E01000873",141,"ID141"
"975","E01000870",142,"ID142"
"976","E01000871",141,"ID141"
"977","E01000878",141,"ID141"
"978","E01002826",107,"ID107"
"979","E01000879",141,"ID141"
"980","E01002827",108,"ID108"
"981","E01002824",107,"ID107"
"982","E01002825",90,"ID90"
"983","E01002822",91,"ID91"
"984","E01002823",91,"ID91"
"985","E01002820",91,"ID91"
"986","E01002821",91,"ID91"
"987","E01002828",91,"ID91"
"988","E01002829",106,"ID106"
"989","E01001767",145,"ID145"
"990","E01001764",127,"ID127"
"991","E01001765",145,"ID145"
"992","E01001762",145,"ID145"
"993","E01001763",127,"ID127"
"994","E01001760",145,"ID145"
"995","E01001761",127,"ID127"
"996","E01001768",145,"ID145"
"997","E01001769",144,"ID144"
"998","E01003756",166,"ID166"
"999","E01000207",160,"ID160"
"1000","E01000286",191,"ID191"
"1001","E01000204",177,"ID177"
"1002","E01000285",191,"ID191"
"1003","E01000205",160,"ID160"
"1004","E01000284",192,"ID192"
"1005","E01000202",160,"ID160"
"1006","E01000283",192,"ID192"
"1007","E01000203",160,"ID160"
"1008","E01000282",192,"ID192"
"1009","E01000200",177,"ID177"
"1010","E01000281",192,"ID192"
"1011","E01000201",160,"ID160"
"1012","E01000280",192,"ID192"
"1013","E01000208",160,"ID160"
"1014","E01000289",192,"ID192"
"1015","E01000209",160,"ID160"
"1016","E01000288",192,"ID192"
"1017","E01000566",139,"ID139"
"1018","E01000567",138,"ID138"
"1019","E01000565",139,"ID139"
"1020","E01000562",138,"ID138"
"1021","E01000563",139,"ID139"
"1022","E01000560",123,"ID123"
"1023","E01000561",141,"ID141"
"1024","E01000568",157,"ID157"
"1025","E01002556",56,"ID56"
"1026","E01000569",139,"ID139"
"1027","E01002557",56,"ID56"
"1028","E01002554",101,"ID101"
"1029","E01002555",70,"ID70"
"1030","E01002552",101,"ID101"
"1031","E01002553",101,"ID101"
"1032","E01004556",62,"ID62"
"1033","E01002550",101,"ID101"
"1034","E01004557",61,"ID61"
"1035","E01002551",102,"ID102"
"1036","E01004554",61,"ID61"
"1037","E01004555",62,"ID62"
"1038","E01004552",76,"ID76"
"1039","E01004553",76,"ID76"
"1040","E01004550",61,"ID61"
"1041","E01004551",61,"ID61"
"1042","E01002558",56,"ID56"
"1043","E01002559",56,"ID56"
"1044","E01004558",61,"ID61"
"1045","E01004559",61,"ID61"
"1046","E01003976",94,"ID94"
"1047","E01003977",94,"ID94"
"1048","E01003974",94,"ID94"
"1049","E01003975",94,"ID94"
"1050","E01003972",94,"ID94"
"1051","E01003973",93,"ID93"
"1052","E01003970",78,"ID78"
"1053","E01003971",94,"ID94"
"1054","E01003978",94,"ID94"
"1055","E01003979",93,"ID93"
"1056","E01001916",75,"ID75"
"1057","E01001997",161,"ID161"
"1058","E01001917",74,"ID74"
"1059","E01001996",178,"ID178"
"1060","E01001914",90,"ID90"
"1061","E01001995",178,"ID178"
"1062","E01001915",74,"ID74"
"1063","E01001994",160,"ID160"
"1064","E01001912",91,"ID91"
"1065","E01001993",161,"ID161"
"1066","E01001913",75,"ID75"
"1067","E01001992",178,"ID178"
"1068","E01001910",90,"ID90"
"1069","E01001991",178,"ID178"
"1070","E01001911",75,"ID75"
"1071","E01001990",161,"ID161"
"1072","E01001918",75,"ID75"
"1073","E01001999",162,"ID162"
"1074","E01001919",74,"ID74"
"1075","E01001998",162,"ID162"
"1076","E01000456",82,"ID82"
"1077","E01000457",68,"ID68"
"1078","E01000454",82,"ID82"
"1079","E01000535",122,"ID122"
"1080","E01000532",123,"ID123"
"1081","E01000533",122,"ID122"
"1082","E01000530",123,"ID123"
"1083","E01000531",123,"ID123"
"1084","E01000538",139,"ID139"
"1085","E01000539",139,"ID139"
"1086","E01001956",106,"ID106"
"1087","E01001957",106,"ID106"
"1088","E01001954",106,"ID106"
"1089","E01001955",106,"ID106"
"1090","E01001952",75,"ID75"
"1091","E01001953",75,"ID75"
"1092","E01001950",75,"ID75"
"1093","E01001951",75,"ID75"
"1094","E01001958",106,"ID106"
"1095","E01001959",106,"ID106"
"1096","E01003987",79,"ID79"
"1097","E01003906",57,"ID57"
"1098","E01003986",94,"ID94"
"1099","E01003907",57,"ID57"
"1100","E01003904",58,"ID58"
"1101","E01003984",79,"ID79"
"1102","E01003905",72,"ID72"
"1103","E01003983",78,"ID78"
"1104","E01003902",57,"ID57"
"1105","E01003903",57,"ID57"
"1106","E01003981",110,"ID110"
"1107","E01003900",57,"ID57"
"1108","E01003980",94,"ID94"
"1109","E01003901",57,"ID57"
"1110","E01003989",94,"ID94"
"1111","E01003908",57,"ID57"
"1112","E01003988",94,"ID94"
"1113","E01003909",57,"ID57"
"1114","E01002446",85,"ID85"
"1115","E01002447",85,"ID85"
"1116","E01002444",NA,"IDNA"
"1117","E01002445",85,"ID85"
"1118","E01002442",153,"ID153"
"1119","E01002443",86,"ID86"
"1120","E01004446",164,"ID164"
"1121","E01002440",154,"ID154"
"1122","E01004447",164,"ID164"
"1123","E01002441",153,"ID153"
"1124","E01004444",164,"ID164"
"1125","E01004445",164,"ID164"
"1126","E01004442",165,"ID165"
"1127","E01004443",164,"ID164"
"1128","E01004440",146,"ID146"
"1129","E01004441",146,"ID146"
"1130","E01002448",86,"ID86"
"1131","E01002449",70,"ID70"
"1132","E01004448",164,"ID164"
"1133","E01004449",164,"ID164"
"1134","E01032739",110,"ID110"
"1135","E01003866",58,"ID58"
"1136","E01003867",58,"ID58"
"1137","E01003864",73,"ID73"
"1138","E01003865",73,"ID73"
"1139","E01003862",73,"ID73"
"1140","E01003863",73,"ID73"
"1141","E01003860",73,"ID73"
"1142","E01003861",73,"ID73"
"1143","E01003868",58,"ID58"
"1144","E01003869",58,"ID58"
"1145","E01001806",162,"ID162"
"1146","E01001887",74,"ID74"
"1147","E01001807",163,"ID163"
"1148","E01001886",75,"ID75"
"1149","E01001804",162,"ID162"
"1150","E01001885",75,"ID75"
"1151","E01001805",145,"ID145"
"1152","E01001884",91,"ID91"
"1153","E01001802",162,"ID162"
"1154","E01001883",75,"ID75"
"1155","E01001803",144,"ID144"
"1156","E01001882",75,"ID75"
"1157","E01001800",163,"ID163"
"1158","E01001881",90,"ID90"
"1159","E01001801",163,"ID163"
"1160","E01001880",91,"ID91"
"1161","E01001808",163,"ID163"
"1162","E01001889",90,"ID90"
"1163","E01001809",163,"ID163"
"1164","E01001888",74,"ID74"
"1165","E01000746",50,"ID50"
"1166","E01000747",17,"ID17"
"1167","E01000744",38,"ID38"
"1168","E01000745",51,"ID51"
"1169","E01000742",51,"ID51"
"1170","E01000743",38,"ID38"
"1171","E01000740",50,"ID50"
"1172","E01000741",50,"ID50"
"1173","E01000748",9,"ID9"
"1174","E01002736",143,"ID143"
"1175","E01000749",18,"ID18"
"1176","E01002737",143,"ID143"
"1177","E01002734",162,"ID162"
"1178","E01002735",162,"ID162"
"1179","E01002732",143,"ID143"
"1180","E01002733",143,"ID143"
"1181","E01004736",109,"ID109"
"1182","E01002730",143,"ID143"
"1183","E01004737",93,"ID93"
"1184","E01002731",143,"ID143"
"1185","E01004734",109,"ID109"
"1186","E01004735",109,"ID109"
"1187","E01004732",92,"ID92"
"1188","E01004733",92,"ID92"
"1189","E01004730",125,"ID125"
"1190","E01004731",92,"ID92"
"1191","E01002738",144,"ID144"
"1192","E01002739",143,"ID143"
"1193","E01004738",76,"ID76"
"1194","E01004739",92,"ID92"
"1195","E01000636",122,"ID122"
"1196","E01000637",140,"ID140"
"1197","E01000634",139,"ID139"
"1198","E01000635",139,"ID139"
"1199","E01000632",121,"ID121"
"1200","E01000633",139,"ID139"
"1201","E01000630",122,"ID122"
"1202","E01000631",121,"ID121"
"1203","E01000638",140,"ID140"
"1204","E01000639",140,"ID140"
"1205","E01033153",164,"ID164"
"1206","E01033150",205,"ID205"
"1207","E01033151",195,"ID195"
"1208","E01001166",24,"ID24"
"1209","E01001167",24,"ID24"
"1210","E01001164",50,"ID50"
"1211","E01001165",24,"ID24"
"1212","E01001162",50,"ID50"
"1213","E01001163",50,"ID50"
"1214","E01001160",50,"ID50"
"1215","E01001161",37,"ID37"
"1216","E01001168",24,"ID24"
"1217","E01001169",14,"ID14"
"1218","E01003156",62,"ID62"
"1219","E01003157",62,"ID62"
"1220","E01003154",49,"ID49"
"1221","E01003155",49,"ID49"
"1222","E01003152",63,"ID63"
"1223","E01003153",49,"ID49"
"1224","E01003150",49,"ID49"
"1225","E01003151",49,"ID49"
"1226","E01003158",62,"ID62"
"1227","E01003159",62,"ID62"
"1228","E01033086",179,"ID179"
"1229","E01033085",179,"ID179"
"1230","E01033084",72,"ID72"
"1231","E01033083",72,"ID72"
"1232","E01033082",73,"ID73"
"1233","E01033000",56,"ID56"
"1234","E01033081",73,"ID73"
"1235","E01001056",16,"ID16"
"1236","E01001057",16,"ID16"
"1237","E01001054",16,"ID16"
"1238","E01001055",16,"ID16"
"1239","E01001052",27,"ID27"
"1240","E01001050",25,"ID25"
"1241","E01001051",16,"ID16"
"1242","E01001058",16,"ID16"
"1243","E01001059",15,"ID15"
"1244","E01003006",45,"ID45"
"1245","E01003087",50,"ID50"
"1246","E01003007",45,"ID45"
"1247","E01003086",50,"ID50"
"1248","E01003085",49,"ID49"
"1249","E01003005",20,"ID20"
"1250","E01003084",50,"ID50"
"1251","E01003002",20,"ID20"
"1252","E01003083",50,"ID50"
"1253","E01003003",33,"ID33"
"1254","E01003082",50,"ID50"
"1255","E01003000",20,"ID20"
"1256","E01003081",50,"ID50"
"1257","E01003001",21,"ID21"
"1258","E01003080",50,"ID50"
"1259","E01003008",45,"ID45"
"1260","E01003089",77,"ID77"
"1261","E01003009",45,"ID45"
"1262","E01003088",77,"ID77"
"1263","E01003366",34,"ID34"
"1264","E01003367",48,"ID48"
"1265","E01003364",34,"ID34"
"1266","E01003365",35,"ID35"
"1267","E01003362",34,"ID34"
"1268","E01003363",35,"ID35"
"1269","E01003360",47,"ID47"
"1270","E01003361",35,"ID35"
"1271","E01003368",48,"ID48"
"1272","E01003369",48,"ID48"
"1273","E01001306",88,"ID88"
"1274","E01001387",105,"ID105"
"1275","E01001307",121,"ID121"
"1276","E01001386",88,"ID88"
"1277","E01001304",88,"ID88"
"1278","E01001385",88,"ID88"
"1279","E01003757",148,"ID148"
"1280","E01003754",166,"ID166"
"1281","E01003755",166,"ID166"
"1282","E01003752",166,"ID166"
"1283","E01003753",166,"ID166"
"1284","E01003750",182,"ID182"
"1285","E01003751",166,"ID166"
"1286","E01003758",148,"ID148"
"1287","E01003759",165,"ID165"
"1288","E01033606",107,"ID107"
"1289","E01033607",91,"ID91"
"1290","E01033604",124,"ID124"
"1291","E01033605",108,"ID108"
"1292","E01033602",108,"ID108"
"1293","E01033603",108,"ID108"
"1294","E01033600",108,"ID108"
"1295","E01033601",108,"ID108"
"1296","E01033608",123,"ID123"
"1297","E01001656",80,"ID80"
"1298","E01001657",80,"ID80"
"1299","E01001654",66,"ID66"
"1300","E01001655",66,"ID66"
"1301","E01001652",81,"ID81"
"1302","E01001653",66,"ID66"
"1303","E01001650",96,"ID96"
"1304","E01001651",81,"ID81"
"1305","E01001658",81,"ID81"
"1306","E01003606",129,"ID129"
"1307","E01001659",66,"ID66"
"1308","E01003607",129,"ID129"
"1309","E01003686",148,"ID148"
"1310","E01003604",113,"ID113"
"1311","E01003685",148,"ID148"
"1312","E01003605",113,"ID113"
"1313","E01003684",148,"ID148"
"1314","E01003602",113,"ID113"
"1315","E01003683",148,"ID148"
"1316","E01003603",113,"ID113"
"1317","E01003682",165,"ID165"
"1318","E01003600",129,"ID129"
"1319","E01003681",165,"ID165"
"1320","E01003601",113,"ID113"
"1321","E01003680",166,"ID166"
"1322","E01003608",113,"ID113"
"1323","E01003689",147,"ID147"
"1324","E01003609",113,"ID113"
"1325","E01003688",148,"ID148"
"1326","E01000126",176,"ID176"
"1327","E01000127",176,"ID176"
"1328","E01000124",178,"ID178"
"1329","E01000125",176,"ID176"
"1330","E01000123",193,"ID193"
"1331","E01000120",193,"ID193"
"1332","E01000121",193,"ID193"
"1333","E01000128",176,"ID176"
"1334","E01002116",175,"ID175"
"1335","E01002197",157,"ID157"
"1336","E01002117",175,"ID175"
"1337","E01002196",156,"ID156"
"1338","E01002114",175,"ID175"
"1339","E01002195",156,"ID156"
"1340","E01002115",175,"ID175"
"1341","E01002194",156,"ID156"
"1342","E01002112",175,"ID175"
"1343","E01002193",156,"ID156"
"1344","E01002113",175,"ID175"
"1345","E01002192",156,"ID156"
"1346","E01004116",22,"ID22"
"1347","E01004197",111,"ID111"
"1348","E01002110",175,"ID175"
"1349","E01002191",137,"ID137"
"1350","E01004117",21,"ID21"
"1351","E01004196",22,"ID22"
"1352","E01002111",157,"ID157"
"1353","E01002190",173,"ID173"
"1354","E01004114",12,"ID12"
"1355","E01004195",34,"ID34"
"1356","E01004115",22,"ID22"
"1357","E01004194",22,"ID22"
"1358","E01004112",12,"ID12"
"1359","E01004193",22,"ID22"
"1360","E01004192",34,"ID34"
"1361","E01004110",22,"ID22"
"1362","E01004191",22,"ID22"
"1363","E01004111",22,"ID22"
"1364","E01004190",22,"ID22"
"1365","E01002118",175,"ID175"
"1366","E01002199",157,"ID157"
"1367","E01002119",175,"ID175"
"1368","E01002198",158,"ID158"
"1369","E01004118",22,"ID22"
"1370","E01004199",110,"ID110"
"1371","E01004119",22,"ID22"
"1372","E01004198",128,"ID128"
"1373","E01002076",181,"ID181"
"1374","E01002077",180,"ID180"
"1375","E01002074",181,"ID181"
"1376","E01002075",181,"ID181"
"1377","E01002072",163,"ID163"
"1378","E01004076",24,"ID24"
"1379","E01002070",180,"ID180"
"1380","E01004077",24,"ID24"
"1381","E01002071",163,"ID163"
"1382","E01004074",63,"ID63"
"1383","E01004075",64,"ID64"
"1384","E01004072",64,"ID64"
"1385","E01004073",63,"ID63"
"1386","E01004070",63,"ID63"
"1387","E01004071",64,"ID64"
"1388","E01002078",163,"ID163"
"1389","E01002079",180,"ID180"
"1390","E01004078",24,"ID24"
"1391","E01004079",24,"ID24"
"1392","E01000016",149,"ID149"
"1393","E01000097",149,"ID149"
"1394","E01000017",149,"ID149"
"1395","E01000096",131,"ID131"
"1396","E01000095",131,"ID131"
"1397","E01000015",132,"ID132"
"1398","E01000094",131,"ID131"
"1399","E01000012",130,"ID130"
"1400","E01000093",114,"ID114"
"1401","E01000013",132,"ID132"
"1402","E01000010",130,"ID130"
"1403","E01000091",131,"ID131"
"1404","E01000011",130,"ID130"
"1405","E01000090",132,"ID132"
"1406","E01000018",149,"ID149"
"1407","E01000099",149,"ID149"
"1408","E01000019",148,"ID148"
"1409","E01000098",149,"ID149"
"1410","E01000376",84,"ID84"
"1411","E01000377",84,"ID84"
"1412","E01000374",84,"ID84"
"1413","E01000375",84,"ID84"
"1414","E01000372",99,"ID99"
"1415","E01000373",99,"ID99"
"1416","E01000370",83,"ID83"
"1417","E01000371",84,"ID84"
"1418","E01000378",84,"ID84"
"1419","E01000379",69,"ID69"
"1420","E01002326",185,"ID185"
"1421","E01002327",168,"ID168"
"1422","E01002324",150,"ID150"
"1423","E01002325",168,"ID168"
"1424","E01002322",150,"ID150"
"1425","E01004326",111,"ID111"
"1426","E01002320",150,"ID150"
"1427","E01004327",146,"ID146"
"1428","E01002321",150,"ID150"
"1429","E01004324",111,"ID111"
"1430","E01004325",110,"ID110"
"1431","E01004322",111,"ID111"
"1432","E01004323",111,"ID111"
"1433","E01004321",111,"ID111"
"1434","E01002328",168,"ID168"
"1435","E01004328",146,"ID146"
"1436","E01004329",146,"ID146"
"1437","E01000226",176,"ID176"
"1438","E01000227",176,"ID176"
"1439","E01000224",159,"ID159"
"1440","E01000225",159,"ID159"
"1441","E01000222",159,"ID159"
"1442","E01000223",159,"ID159"
"1443","E01000220",159,"ID159"
"1444","E01000221",159,"ID159"
"1445","E01000228",176,"ID176"
"1446","E01002216",137,"ID137"
"1447","E01002297",187,"ID187"
"1448","E01000229",176,"ID176"
"1449","E01002217",138,"ID138"
"1450","E01002296",187,"ID187"
"1451","E01002214",137,"ID137"
"1452","E01002295",169,"ID169"
"1453","E01002215",137,"ID137"
"1454","E01002294",169,"ID169"
"1455","E01002212",138,"ID138"
"1456","E01002293",169,"ID169"
"1457","E01002213",138,"ID138"
"1458","E01004216",96,"ID96"
"1459","E01004297",111,"ID111"
"1460","E01002210",137,"ID137"
"1461","E01002291",150,"ID150"
"1462","E01004217",95,"ID95"
"1463","E01004296",94,"ID94"
"1464","E01002211",138,"ID138"
"1465","E01002290",151,"ID151"
"1466","E01004214",96,"ID96"
"1467","E01004295",110,"ID110"
"1468","E01004215",95,"ID95"
"1469","E01004294",110,"ID110"
"1470","E01004212",111,"ID111"
"1471","E01004293",110,"ID110"
"1472","E01004292",94,"ID94"
"1473","E01004291",94,"ID94"
"1474","E01004211",127,"ID127"
"1475","E01004290",111,"ID111"
"1476","E01002218",138,"ID138"
"1477","E01002299",187,"ID187"
"1478","E01002219",138,"ID138"
"1479","E01002298",187,"ID187"
"1480","E01004218",96,"ID96"
"1481","E01004219",112,"ID112"
"1482","E01004298",111,"ID111"
"1483","E01032576",137,"ID137"
"1484","E01032577",137,"ID137"
"1485","E01032574",180,"ID180"
"1486","E01032575",180,"ID180"
"1487","E01032572",89,"ID89"
"1488","E01032573",89,"ID89"
"1489","E01032570",9,"ID9"
"1490","E01032579",80,"ID80"
"1491","E01002576",89,"ID89"
"1492","E01002577",89,"ID89"
"1493","E01002574",89,"ID89"
"1494","E01002575",74,"ID74"
"1495","E01002572",74,"ID74"
"1496","E01002573",89,"ID89"
"1497","E01002570",89,"ID89"
"1498","E01004577",76,"ID76"
"1499","E01002571",74,"ID74"
"1500","E01004574",59,"ID59"
"1501","E01004575",74,"ID74"
"1502","E01004572",60,"ID60"
"1503","E01004573",60,"ID60"
"1504","E01004570",60,"ID60"
"1505","E01004571",60,"ID60"
"1506","E01002578",74,"ID74"
"1507","E01002579",74,"ID74"
"1508","E01004579",76,"ID76"
"1509","E01000516",158,"ID158"
"1510","E01000517",158,"ID158"
"1511","E01000596",122,"ID122"
"1512","E01000514",158,"ID158"
"1513","E01000595",122,"ID122"
"1514","E01000515",158,"ID158"
"1515","E01000594",158,"ID158"
"1516","E01000512",140,"ID140"
"1517","E01000593",158,"ID158"
"1518","E01000513",159,"ID159"
"1519","E01000592",158,"ID158"
"1520","E01000510",140,"ID140"
"1521","E01000591",158,"ID158"
"1522","E01000511",140,"ID140"
"1523","E01000590",158,"ID158"
"1524","E01000518",158,"ID158"
"1525","E01000599",122,"ID122"
"1526","E01000519",158,"ID158"
"1527","E01001937",75,"ID75"
"1528","E01001934",75,"ID75"
"1529","E01001935",75,"ID75"
"1530","E01001932",90,"ID90"
"1531","E01001933",74,"ID74"
"1532","E01001930",89,"ID89"
"1533","E01001931",89,"ID89"
"1534","E01001938",61,"ID61"
"1535","E01001939",75,"ID75"
"1536","E01000476",122,"ID122"
"1537","E01000477",122,"ID122"
"1538","E01000474",122,"ID122"
"1539","E01000475",121,"ID121"
"1540","E01000472",121,"ID121"
"1541","E01000473",122,"ID122"
"1542","E01000470",98,"ID98"
"1543","E01000471",122,"ID122"
"1544","E01000478",122,"ID122"
"1545","E01002426",102,"ID102"
"1546","E01000479",140,"ID140"
"1547","E01002427",102,"ID102"
"1548","E01002424",119,"ID119"
"1549","E01002425",119,"ID119"
"1550","E01002422",119,"ID119"
"1551","E01002423",102,"ID102"
"1552","E01004426",164,"ID164"
"1553","E01002420",137,"ID137"
"1554","E01004427",145,"ID145"
"1555","E01002421",137,"ID137"
"1556","E01004424",164,"ID164"
"1557","E01004425",164,"ID164"
"1558","E01004422",164,"ID164"
"1559","E01004423",164,"ID164"
"1560","E01004420",164,"ID164"
"1561","E01004421",164,"ID164"
"1562","E01002428",119,"ID119"
"1563","E01002429",119,"ID119"
"1564","E01004428",145,"ID145"
"1565","E01004429",146,"ID146"
"1566","E01032790",75,"ID75"
"1567","E01032719",93,"ID93"
"1568","E01003846",73,"ID73"
"1569","E01003847",73,"ID73"
"1570","E01003844",57,"ID57"
"1571","E01003845",57,"ID57"
"1572","E01003842",57,"ID57"
"1573","E01003843",57,"ID57"
"1574","E01003840",57,"ID57"
"1575","E01003841",57,"ID57"
"1576","E01003848",73,"ID73"
"1577","E01003849",73,"ID73"
"1578","E01000726",42,"ID42"
"1579","E01000727",42,"ID42"
"1580","E01000724",42,"ID42"
"1581","E01000725",42,"ID42"
"1582","E01000722",42,"ID42"
"1583","E01000723",42,"ID42"
"1584","E01000720",42,"ID42"
"1585","E01000721",42,"ID42"
"1586","E01000728",42,"ID42"
"1587","E01000729",54,"ID54"
"1588","E01002716",127,"ID127"
"1589","E01002797",144,"ID144"
"1590","E01002717",126,"ID126"
"1591","E01002796",125,"ID125"
"1592","E01002714",125,"ID125"
"1593","E01002795",143,"ID143"
"1594","E01002715",109,"ID109"
"1595","E01002794",109,"ID109"
"1596","E01002712",143,"ID143"
"1597","E01002793",126,"ID126"
"1598","E01002713",143,"ID143"
"1599","E01002792",126,"ID126"
"1600","E01004716",125,"ID125"
"1601","E01002710",125,"ID125"
"1602","E01002791",144,"ID144"
"1603","E01004717",108,"ID108"
"1604","E01002711",109,"ID109"
"1605","E01002790",144,"ID144"
"1606","E01004714",108,"ID108"
"1607","E01004715",109,"ID109"
"1608","E01004712",125,"ID125"
"1609","E01004713",109,"ID109"
"1610","E01004710",124,"ID124"
"1611","E01004711",124,"ID124"
"1612","E01002718",127,"ID127"
"1613","E01002799",126,"ID126"
"1614","E01002719",127,"ID127"
"1615","E01002798",127,"ID127"
"1616","E01004718",124,"ID124"
"1617","E01004719",123,"ID123"
"1618","E01002676",72,"ID72"
"1619","E01002677",72,"ID72"
"1620","E01002674",72,"ID72"
"1621","E01002675",72,"ID72"
"1622","E01002673",72,"ID72"
"1623","E01004676",124,"ID124"
"1624","E01002670",72,"ID72"
"1625","E01004677",124,"ID124"
"1626","E01002671",73,"ID73"
"1627","E01004674",123,"ID123"
"1628","E01004675",107,"ID107"
"1629","E01004670",125,"ID125"
"1630","E01002678",88,"ID88"
"1631","E01002679",88,"ID88"
"1632","E01004678",123,"ID123"
"1633","E01004679",107,"ID107"
"1634","E01000616",139,"ID139"
"1635","E01000697",53,"ID53"
"1636","E01000617",139,"ID139"
"1637","E01000696",53,"ID53"
"1638","E01000695",53,"ID53"
"1639","E01000615",139,"ID139"
"1640","E01000694",53,"ID53"
"1641","E01000612",121,"ID121"
"1642","E01000693",54,"ID54"
"1643","E01000613",139,"ID139"
"1644","E01000692",53,"ID53"
"1645","E01000610",139,"ID139"
"1646","E01000691",53,"ID53"
"1647","E01000611",121,"ID121"
"1648","E01000690",53,"ID53"
"1649","E01000618",122,"ID122"
"1650","E01000699",38,"ID38"
"1651","E01000619",139,"ID139"
"1652","E01000698",41,"ID41"
"1653","E01033135",60,"ID60"
"1654","E01033133",75,"ID75"
"1655","E01001146",37,"ID37"
"1656","E01001147",37,"ID37"
"1657","E01001144",38,"ID38"
"1658","E01001142",38,"ID38"
"1659","E01001143",38,"ID38"
"1660","E01001140",38,"ID38"
"1661","E01001141",38,"ID38"
"1662","E01001148",37,"ID37"
"1663","E01001149",38,"ID38"
"1664","E01003136",62,"ID62"
"1665","E01003134",49,"ID49"
"1666","E01003135",49,"ID49"
"1667","E01003132",63,"ID63"
"1668","E01003133",63,"ID63"
"1669","E01003130",63,"ID63"
"1670","E01003131",49,"ID49"
"1671","E01003139",49,"ID49"
"1672","E01001036",25,"ID25"
"1673","E01001037",25,"ID25"
"1674","E01001034",14,"ID14"
"1675","E01001035",25,"ID25"
"1676","E01001032",15,"ID15"
"1677","E01001033",14,"ID14"
"1678","E01001030",5,"ID5"
"1679","E01001031",5,"ID5"
"1680","E01001038",25,"ID25"
"1681","E01001039",25,"ID25"
"1682","E01033341",80,"ID80"
"1683","E01003346",66,"ID66"
"1684","E01003347",52,"ID52"
"1685","E01003344",79,"ID79"
"1686","E01003345",79,"ID79"
"1687","E01003342",79,"ID79"
"1688","E01003343",79,"ID79"
"1689","E01003340",79,"ID79"
"1690","E01003341",79,"ID79"
"1691","E01003348",52,"ID52"
"1692","E01003349",66,"ID66"
"1693","E01001246",122,"ID122"
"1694","E01001247",122,"ID122"
"1695","E01001244",106,"ID106"
"1696","E01001245",106,"ID106"
"1697","E01001242",106,"ID106"
"1698","E01001243",106,"ID106"
"1699","E01001240",106,"ID106"
"1700","E01001241",106,"ID106"
"1701","E01001248",88,"ID88"
